Degree Betweenness Closeness Clustering Eigenvector Membership
36 1284.48317779 0.46058091 0.03650794 0.45416885 0
58 3436.20485278 0.49018646 0.03871748 0.70394469 1
39 1618.04357910 0.46207216 0.02834008 0.61449357 1
48 2282.58334166 0.47753346 0.03812057 0.53714689 0
46 2174.83116321 0.47616778 0.02801932 0.61552072 2
49 2298.67733191 0.47844828 0.03741497 0.51282035 3
39 1507.44519177 0.45973309 0.04318489 0.47849605 1
47 2185.45455893 0.47480989 0.02775208 0.50168481 0
60 3277.49025627 0.49115044 0.03898305 0.68714426 3
41 1611.38567118 0.46857411 0.03048780 0.56940719 1
38 1317.10395517 0.46292864 0.03413940 0.35235038 2
36 1241.15853042 0.45846719 0.04444444 0.52114332 4
44 1954.41074376 0.47033898 0.03065539 0.51726272 4
37 1399.52065334 0.45616438 0.03453453 0.51099719 1
41 1733.79682309 0.46551724 0.04024390 0.46077403 1
37 1320.90751294 0.45720824 0.05105105 0.47820793 3
37 1456.03808125 0.45741758 0.03003003 0.50663397 2
35 1178.70035311 0.45533273 0.04033613 0.44228986 3
38 1372.33201823 0.46121884 0.04694168 0.60890677 2
34 1205.76622773 0.45699909 0.03030303 0.39256469 2
43 1836.15583496 0.46813496 0.04208195 0.63007597 4
25 655.08613438 0.42655850 0.02666667 0.27009587 1
52 2493.01368846 0.48377724 0.04147813 0.58542754 4
41 1559.54219554 0.46508380 0.02682927 0.70001501 0
48 2249.64669794 0.47594092 0.04787234 0.60958548 2
47 2097.92003355 0.47571429 0.03885291 0.66488470 1
27 747.87051567 0.43854258 0.03418803 0.32198091 1
44 2007.58376976 0.47056053 0.04016913 0.50607084 0
32 1144.27235855 0.44558430 0.02419355 0.45022826 4
40 1523.92812270 0.46660439 0.03846154 0.52556451 1
40 1414.36622685 0.46551724 0.03846154 0.37821568 4
52 2687.00158418 0.48330914 0.03544495 0.61971276 3
39 1486.23374214 0.46015661 0.04858300 0.44671841 1
33 1143.66445074 0.44439502 0.04356061 0.49983057 1
35 1321.10070724 0.45679012 0.05378151 0.47841545 3
31 925.35995165 0.44498886 0.04731183 0.34811894 0
44 1915.02252524 0.47278751 0.04334038 0.69161273 0
38 1401.91963203 0.46400372 0.04125178 0.38788509 1
43 1874.98411009 0.46747777 0.02879291 0.66962847 1
37 1274.41779141 0.45825688 0.04504505 0.55526705 3
28 788.94739342 0.43700787 0.05026455 0.48304936 3
33 1316.52838022 0.44498886 0.02651515 0.47891533 1
28 900.10707697 0.43719912 0.02645503 0.37612580 0
45 1949.27162274 0.47301136 0.03030303 0.64686173 1
40 1454.34246294 0.45973309 0.04487179 0.59078009 3
48 2157.89952472 0.48167792 0.03989362 0.48726616 0
37 1382.09432201 0.45388460 0.02852853 0.34008652 1
41 1517.73304630 0.46271422 0.03414634 0.38190971 4
38 1479.25338980 0.45825688 0.03556188 0.42121843 1
41 1700.74635282 0.46595149 0.04634146 0.51698127 2
39 1545.29857780 0.46400372 0.04723347 0.49287507 4
37 1422.04872029 0.45994475 0.02552553 0.45303698 1
43 1743.35140945 0.47189419 0.03986711 0.45491785 0
