Degree Betweenness Closeness Clustering Eigenvector Membership
217 15873.90587140 0.50286663 0.02013996 0.78158327 0
208 14956.93594399 0.50075120 0.02034560 0.74600166 2
196 13141.04724641 0.50020010 0.01847200 0.75565585 0
191 12775.84110517 0.49945055 0.01950951 0.72454064 0
204 14047.05645067 0.50052560 0.01941466 0.69637381 0
203 13824.79235008 0.50145436 0.02048481 0.68804260 2
233 18630.54702962 0.50413431 0.01935030 0.80656139 1
221 16437.44025764 0.50279077 0.01962155 0.82405281 2
187 11599.91808570 0.49917628 0.01960784 0.78422364 1
205 14107.34839001 0.50125326 0.01879484 0.73104975 1
183 11274.59011317 0.49828076 0.01873536 0.61558463 1
165 9235.81074471 0.49519612 0.01914265 0.56873729 1
210 15235.46529125 0.50137893 0.01954887 0.69703562 2
213 15301.10576143 0.50170597 0.01811498 0.75882376 2
179 10824.21982868 0.49830559 0.02040048 0.63184324 1
193 12621.59351529 0.49972512 0.02029361 0.72594120 1
188 11608.88830023 0.49937572 0.01826146 0.68901028 1
171 9685.40464444 0.49667197 0.02050224 0.58910545 0
204 14289.98583487 0.50092681 0.02009079 0.72281616 1
165 9285.66402757 0.49507353 0.01825573 0.60669065 2
182 11330.33294243 0.49793337 0.02009593 0.64394005 1
214 15447.08031032 0.50236133 0.02018341 0.76737634 0
191 12423.84297873 0.50012504 0.02033618 0.62982901 1
184 11311.93935799 0.49902680 0.02162034 0.72949490 1
178 10713.63112538 0.49815664 0.02082143 0.69146493 1
202 13803.22018935 0.50055066 0.01990050 0.79355531 1
190 12372.28095259 0.49897699 0.01949318 0.67123576 1
189 12079.22070635 0.49932584 0.01784307 0.70424690 2
210 14827.14165086 0.50158014 0.02046024 0.73180018 1
209 14799.90810041 0.50077628 0.01955282 0.72224725 1
191 12311.53109783 0.49967518 0.01835216 0.70555386 2
191 12378.61082911 0.49970015 0.01972995 0.62172826 2
227 17383.83711507 0.50304372 0.02023313 0.75426629 2
211 15073.19532971 0.50158014 0.01954412 0.76090405 0
230 18175.08231324 0.50314497 0.02023923 0.73298563 0
215 15611.84024713 0.50188225 0.02025647 0.80401296 2
187 11861.27811417 0.49838010 0.02087287 0.67517676 1
217 15986.83593690 0.50213428 0.01920123 0.83072015 1
